,DefaultProperty,Descriptor,Designation,DisciplineDescriptor,DisciplineId,FunctionName,HasChild,Location,ManagedType,Name,SubDisciplineDescriptor,SubDisciplineId,SubTypeDescriptor,SubTypeId,SystemId,TypeDescriptor,TypeId,ViewId,_links,Building,Area,Type,PointGroup,Equip,SubEquip1,SubEquip2,PointType
Project:GmsDevice_1_2098247_843055325,SpErcSu,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'XCtl'SpHuSu,Building Automation,50,SpSupply,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setp_supply air humidity,0,B10'Area3for2'A'Ahu2'DOAS'XCtl'SpHuSu,Air Handling,51,Unassigned,0,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu2,DOAS,XCtl,,SpHuSu
Project:GmsDevice_1_2098248_843055171,SpErcSu,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'XCtl'SpHuSu,Building Automation,50,SpSupply,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_supply air humidity,0,B10'Area3for2'A'Ahu3'DOAS'XCtl'SpHuSu,Air Handling,51,Unassigned,0,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu3,DOAS,XCtl,,SpHuSu
Project:GmsDevice_1_2098248_843055193,SpErcSu,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'XCtl'SpHuSu,Building Automation,50,SpSupply,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_supply air humidity,0,B10'Area3for2'A'Ahu4'DOAS'XCtl'SpHuSu,Air Handling,51,Unassigned,0,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu4,DOAS,XCtl,,SpHuSu
Project:GmsDevice_1_2098247_8389066,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setp_supply air humidity,80,B10'Area3for2'A'Ahu1'DOAS'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu1,DOAS,,,SpHuSu
Project:GmsDevice_1_2098247_8389090,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'FCU'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setp_supply air humidity,80,B10'Area3for2'A'Ahu1'FCU'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu1,FCU,,,SpHuSu
Project:GmsDevice_1_2098247_8389102,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setp_supply air humidity,80,B10'Area3for2'A'Ahu2'DOAS'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu2,DOAS,,,SpHuSu
Project:GmsDevice_1_2098247_8389127,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'FCU'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setp_supply air humidity,80,B10'Area3for2'A'Ahu2'FCU'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu2,FCU,,,SpHuSu
Project:GmsDevice_1_2098248_8388693,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_supply air humidity,80,B10'Area3for2'A'Ahu3'DOAS'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu3,DOAS,,,SpHuSu
Project:GmsDevice_1_2098248_8388718,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'FCU'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_supply air humidity,80,B10'Area3for2'A'Ahu3'FCU'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu3,FCU,,,SpHuSu
Project:GmsDevice_1_2098248_8388730,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_supply air humidity,80,B10'Area3for2'A'Ahu4'DOAS'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu4,DOAS,,,SpHuSu
Project:GmsDevice_1_2098248_8388755,Present_Value,Setp_supply air humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'FCU'SpHuSu,Building Automation,50,SetpointHumidity,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_supply air humidity,80,B10'Area3for2'A'Ahu4'FCU'SpHuSu,Unassigned,0,Humidity,7010,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu4,FCU,,,SpHuSu
Project:GmsDevice_1_2098247_8389134,Present_Value,Setpoint minimum speed exhaust fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'FanSuEh'SpMinSpdE,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setpoint minimum speed exhaust fan,80,B10'Area3for2'A'Ahu2'DOAS'FanSuEh'SpMinSpdE,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu2,DOAS,FanSuEh,,SpMinSpdE
Project:GmsDevice_1_2098248_8388764,Present_Value,Setpoint minimum speed exhaust fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'FanSuEh'SpMinSpdE,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint minimum speed exhaust fan,80,B10'Area3for2'A'Ahu3'DOAS'FanSuEh'SpMinSpdE,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu3,DOAS,FanSuEh,,SpMinSpdE
Project:GmsDevice_1_2098248_8388780,Present_Value,Setpoint minimum speed exhaust fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'FanSuEh'SpMinSpdE,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint minimum speed exhaust fan,80,B10'Area3for2'A'Ahu4'DOAS'FanSuEh'SpMinSpdE,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu4,DOAS,FanSuEh,,SpMinSpdE
Project:GmsDevice_1_2098247_8389132,Present_Value,Setp_min_speed recirculated air fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'FCU'FanRc'SpMinSpdR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setp_min_speed recirculated air fan,80,B10'Area3for2'A'Ahu1'FCU'FanRc'SpMinSpdR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu1,FCU,FanRc,,SpMinSpdR
Project:GmsDevice_1_2098247_8389136,Present_Value,Setp_min_speed recirculated air fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'FCU'FanRc'SpMinSpdR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setp_min_speed recirculated air fan,80,B10'Area3for2'A'Ahu2'FCU'FanRc'SpMinSpdR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu2,FCU,FanRc,,SpMinSpdR
Project:GmsDevice_1_2098248_8388772,Present_Value,Setp_min_speed recirculated air fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'FCU'FanRc'SpMinSpdR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_min_speed recirculated air fan,80,B10'Area3for2'A'Ahu3'FCU'FanRc'SpMinSpdR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu3,FCU,FanRc,,SpMinSpdR
Project:GmsDevice_1_2098248_8388788,Present_Value,Setp_min_speed recirculated air fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'FCU'FanRc'SpMinSpdR,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setp_min_speed recirculated air fan,80,B10'Area3for2'A'Ahu4'FCU'FanRc'SpMinSpdR,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu4,FCU,FanRc,,SpMinSpdR
Project:GmsDevice_1_2098247_8389131,Present_Value,Setpoint minimum speed supply fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'FanSuEh'SpMinSpdS,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setpoint minimum speed supply fan,80,B10'Area3for2'A'Ahu1'DOAS'FanSuEh'SpMinSpdS,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu1,DOAS,FanSuEh,,SpMinSpdS
Project:GmsDevice_1_2098247_8389135,Present_Value,Setpoint minimum speed supply fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'FanSuEh'SpMinSpdS,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setpoint minimum speed supply fan,80,B10'Area3for2'A'Ahu2'DOAS'FanSuEh'SpMinSpdS,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu2,DOAS,FanSuEh,,SpMinSpdS
Project:GmsDevice_1_2098248_8388765,Present_Value,Setpoint minimum speed supply fan,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'FanSuEh'SpMinSpdS,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint minimum speed supply fan,80,B10'Area3for2'A'Ahu3'DOAS'FanSuEh'SpMinSpdS,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu3,DOAS,FanSuEh,,SpMinSpdS
Project:GmsDevice_1_2098247_8389103,Present_Value,Setpoint supply air pressure,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'SpPSu,Building Automation,50,SetpointPressure,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setpoint supply air pressure,80,B10'Area3for2'A'Ahu2'DOAS'SpPSu,Unassigned,0,Pressure,7016,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu2,DOAS,,,SpPSu
Project:GmsDevice_1_2098248_8388694,Present_Value,Setpoint supply air pressure,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'SpPSu,Building Automation,50,SetpointPressure,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint supply air pressure,80,B10'Area3for2'A'Ahu3'DOAS'SpPSu,Unassigned,0,Pressure,7016,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu3,DOAS,,,SpPSu
Project:GmsDevice_1_2098248_8388731,Present_Value,Setpoint supply air pressure,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'SpPSu,Building Automation,50,SetpointPressure,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint supply air pressure,80,B10'Area3for2'A'Ahu4'DOAS'SpPSu,Unassigned,0,Pressure,7016,1,Setpoint,7000,9,[],B10,Area3for2,A,Ahu4,DOAS,,,SpPSu
Project:GmsDevice_1_2098247_8389105,Present_Value,Setpoint for max_ abs_ humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'SttUp'SpRHCmfMx,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setpoint for max_ abs_ humidity,80,B10'Area3for2'A'Ahu2'DOAS'SttUp'SpRHCmfMx,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu2,DOAS,SttUp,,SpRHCmfMx
Project:GmsDevice_1_2098248_8388696,Present_Value,Setpoint for max_ abs_ humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'SttUp'SpRHCmfMx,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint for max_ abs_ humidity,80,B10'Area3for2'A'Ahu3'DOAS'SttUp'SpRHCmfMx,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu3,DOAS,SttUp,,SpRHCmfMx
Project:GmsDevice_1_2098248_8388733,Present_Value,Setpoint for max_ abs_ humidity,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'SttUp'SpRHCmfMx,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint for max_ abs_ humidity,80,B10'Area3for2'A'Ahu4'DOAS'SttUp'SpRHCmfMx,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,A,Ahu4,DOAS,SttUp,,SpRHCmfMx
Project:GmsDevice_1_31_8388692,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'HvacUsrReq'SpShft,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'BR'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,BR,HvacUsrReq,,,SpShft
Project:GmsDevice_1_32_8388703,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HS'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'HS'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,HS,HvacUsrReq,,,SpShft
Project:GmsDevice_1_32_8388786,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO1'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'HRO1'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,HRO1,HvacUsrReq,,,SpShft
Project:GmsDevice_1_32_8388937,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO2'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'HRO2'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,HRO2,HvacUsrReq,,,SpShft
Project:GmsDevice_1_32_8389020,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRM'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'HRM'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,HRM,HvacUsrReq,,,SpShft
Project:GmsDevice_1_32_8389103,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRD'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'HRD'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,HRD,HvacUsrReq,,,SpShft
Project:GmsDevice_1_33_8388780,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'P'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'P'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,P,HvacUsrReq,,,SpShft
Project:GmsDevice_1_33_8388937,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'FO1'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'FO1'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,FO1,HvacUsrReq,,,SpShft
Project:GmsDevice_1_33_8389020,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'FO2'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'FO2'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,FO2,HvacUsrReq,,,SpShft
Project:GmsDevice_1_33_8389030,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'O'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'O'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,O,HvacUsrReq,,,SpShft
Project:GmsDevice_1_34_8388697,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'FO3'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'FO3'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,FO3,HvacUsrReq,,,SpShft
Project:GmsDevice_1_34_8388780,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'FS'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'FS'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,FS,HvacUsrReq,,,SpShft
Project:GmsDevice_1_34_8388829,Present_Value,Setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'HSS'HvacUsrReq'SpShft,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift,80,B10'Area3for2'R'HSS'HvacUsrReq'SpShft,Room Control,56,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,R,HSS,HvacUsrReq,,,SpShft
Project:GmsDevice_1_31_8388680,Present_Value,Setpoint shift for CO2,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'HvacUsrReq'SpShftCO2,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift for CO2,80,B10'Area3for2'R'BR'HvacUsrReq'SpShftCO2,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,HvacUsrReq,,,SpShftCO2
Project:GmsDevice_1_31_8388672,Present_Value,Setpoint shift for abs_hum_,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'HvacUsrReq'SpShftHu,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Setpoint shift for abs_hum_,80,B10'Area3for2'R'BR'HvacUsrReq'SpShftHu,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,BR,HvacUsrReq,,,SpShftHu
Project:GmsDevice_1_2098249_8388626,Present_Value,Setpoint flow temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS23.B10'Area3for2'C'CGrpPCB'SpTFl,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C3.Setpoint flow temperature,80,B10'Area3for2'C'CGrpPCB'SpTFl,Unassigned,0,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,C,CGrpPCB,,,,SpTFl
Project:GmsDevice_1_2098249_8388627,Present_Value,Max_flow temp_setpoint,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS23.B10'Area3for2'C'CGrpPCB'SpTFlMax,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C3.Max_flow temp_setpoint,80,B10'Area3for2'C'CGrpPCB'SpTFlMax,Unassigned,0,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,C,CGrpPCB,,,,SpTFlMax
Project:GmsDevice_1_2098249_8388628,Present_Value,Min_flow temp_setpoint,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS23.B10'Area3for2'C'CGrpPCB'SpTFlMin,Building Automation,50,SetpointTemperature,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C3.Min_flow temp_setpoint,80,B10'Area3for2'C'CGrpPCB'SpTFlMin,Unassigned,0,Temperature,7017,1,Setpoint,7000,9,[],B10,Area3for2,C,CGrpPCB,,,,SpTFlMin
Project:GmsDevice_1_2098249_8388629,Present_Value,Flow temp_ setpoint shift,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS23.B10'Area3for2'C'CGrpPCB'SpTFlShft,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C3.Flow temp_ setpoint shift,80,B10'Area3for2'C'CGrpPCB'SpTFlShft,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,C,CGrpPCB,,,,SpTFlShft
Project:GmsDevice_1_2098247_843055304,SpErcSu,Setpoint supply air temp_,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu1'DOAS'XCtl'SpTSu,Building Automation,50,SpSupply,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setpoint supply air temp_,0,B10'Area3for2'A'Ahu1'DOAS'XCtl'SpTSu,Air Handling,51,Unassigned,0,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu1,DOAS,XCtl,,SpTSu
Project:GmsDevice_1_2098247_843055326,SpErcSu,Setpoint supply air temp_,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'XCtl'SpTSu,Building Automation,50,SpSupply,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Setpoint supply air temp_,0,B10'Area3for2'A'Ahu2'DOAS'XCtl'SpTSu,Air Handling,51,Unassigned,0,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu2,DOAS,XCtl,,SpTSu
Project:GmsDevice_1_2098248_843055172,SpErcSu,Setpoint supply air temp_,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'XCtl'SpTSu,Building Automation,50,SpSupply,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint supply air temp_,0,B10'Area3for2'A'Ahu3'DOAS'XCtl'SpTSu,Air Handling,51,Unassigned,0,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu3,DOAS,XCtl,,SpTSu
Project:GmsDevice_1_2098248_843055194,SpErcSu,Setpoint supply air temp_,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'XCtl'SpTSu,Building Automation,50,SpSupply,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Setpoint supply air temp_,0,B10'Area3for2'A'Ahu4'DOAS'XCtl'SpTSu,Air Handling,51,Unassigned,0,1,Control Function,3500,9,[],B10,Area3for2,A,Ahu4,DOAS,XCtl,,SpTSu
